id_distrito_fecha_hora_trunc;fecha_hora_truncada_accidente;cod_distrito;intensidad_vehiculos
02-2025-11-21 23:00:00;2025-11-21 23:00:00;2;1438.66
02-2025-11-22 07:00:00;2025-11-22 07:00:00;2;897.23
02-2025-11-22 19:00:00;2025-11-22 19:00:00;2;2957.48
02-2025-11-22 20:00:00;2025-11-22 20:00:00;2;2896.41
02-2025-11-23 14:00:00;2025-11-23 14:00:00;2;2868.88
02-2025-11-23 18:00:00;2025-11-23 18:00:00;2;2687.51
02-2025-11-24 19:00:00;2025-11-24 19:00:00;2;3047.06
02-2025-11-26 14:00:00;2025-11-26 14:00:00;2;3089.29
02-2025-11-26 18:00:00;2025-11-26 18:00:00;2;3346.74
02-2025-11-27 13:00:00;2025-11-27 13:00:00;2;2798.27
02-2025-11-27 15:00:00;2025-11-27 15:00:00;2;3113.37
02-2025-11-27 17:00:00;2025-11-27 17:00:00;2;3292.29
02-2025-11-28 08:00:00;2025-11-28 08:00:00;2;3230.82
02-2025-11-28 13:00:00;2025-11-28 13:00:00;2;3086.65
02-2025-11-28 14:00:00;2025-11-28 14:00:00;2;3476.02
02-2025-11-28 15:00:00;2025-11-28 15:00:00;2;3394.67
02-2025-11-28 18:00:00;2025-11-28 18:00:00;2;3230.42
02-2025-11-28 23:00:00;2025-11-28 23:00:00;2;1667.76
02-2025-11-29 08:00:00;2025-11-29 08:00:00;2;1343.65
02-2025-11-29 13:00:00;2025-11-29 13:00:00;2;3234.95
02-2025-11-30 02:00:00;2025-11-30 02:00:00;2;897.45
02-2025-11-30 10:00:00;2025-11-30 10:00:00;2;1784.54
02-2025-11-30 15:00:00;2025-11-30 15:00:00;2;2183.94
02-2025-12-01 03:00:00;2025-12-01 03:00:00;2;318.04
02-2025-12-01 16:00:00;2025-12-01 16:00:00;2;2898.79
02-2025-12-01 17:00:00;2025-12-01 17:00:00;2;2975.38
02-2025-12-02 16:00:00;2025-12-02 16:00:00;2;2804.55
02-2025-12-03 03:00:00;2025-12-03 03:00:00;2;283.66
02-2025-12-03 10:00:00;2025-12-03 10:00:00;2;2780.98
02-2025-12-03 21:00:00;2025-12-03 21:00:00;2;2150.33
02-2025-12-04 06:00:00;2025-12-04 06:00:00;2;1394.47
02-2025-12-04 08:00:00;2025-12-04 08:00:00;2;3029.78
02-2025-12-04 11:00:00;2025-12-04 11:00:00;2;2785.48
02-2025-12-04 23:00:00;2025-12-04 23:00:00;2;1313.27
02-2025-12-05 09:00:00;2025-12-05 09:00:00;2;2987.37
02-2025-12-05 14:00:00;2025-12-05 14:00:00;2;3267.31
02-2025-12-05 17:00:00;2025-12-05 17:00:00;2;3133.92
02-2025-12-05 18:00:00;2025-12-05 18:00:00;2;3053.68
02-2025-12-05 21:00:00;2025-12-05 21:00:00;2;2600.21
02-2025-12-06 14:00:00;2025-12-06 14:00:00;2;2537.67
02-2025-12-07 07:00:00;2025-12-07 07:00:00;2;748.05
02-2025-12-07 14:00:00;2025-12-07 14:00:00;2;2453.28
02-2025-12-07 20:00:00;2025-12-07 20:00:00;2;2225.62
02-2025-12-08 10:00:00;2025-12-08 10:00:00;2;1458.46
02-2025-12-08 20:00:00;2025-12-08 20:00:00;2;2214.94
02-2025-12-08 21:00:00;2025-12-08 21:00:00;2;1923.88
02-2025-12-09 07:00:00;2025-12-09 07:00:00;2;2916.97
02-2025-12-09 21:00:00;2025-12-09 21:00:00;2;2134.99
02-2025-12-10 20:00:00;2025-12-10 20:00:00;2;2200.22
02-2025-12-11 09:00:00;2025-12-11 09:00:00;2;3414.69
02-2025-12-11 13:00:00;2025-12-11 13:00:00;2;3494.82
02-2025-12-11 16:00:00;2025-12-11 16:00:00;2;3009.88
02-2025-12-11 21:00:00;2025-12-11 21:00:00;2;2603.91
02-2025-12-12 08:00:00;2025-12-12 08:00:00;2;3537.48
02-2025-12-14 10:00:00;2025-12-14 10:00:00;2;1951.18
02-2025-12-14 13:00:00;2025-12-14 13:00:00;2;2893.48
02-2025-12-14 17:00:00;2025-12-14 17:00:00;2;2414.89
02-2025-12-15 06:00:00;2025-12-15 06:00:00;2;1355.77
02-2025-12-15 11:00:00;2025-12-15 11:00:00;2;2730.81
02-2025-12-15 13:00:00;2025-12-15 13:00:00;2;2755.19
02-2025-12-16 20:00:00;2025-12-16 20:00:00;2;2887.32
02-2025-12-16 22:00:00;2025-12-16 22:00:00;2;1616.66
02-2025-12-17 08:00:00;2025-12-17 08:00:00;2;3117.02
02-2025-12-17 11:00:00;2025-12-17 11:00:00;2;2850.62
02-2025-12-17 12:00:00;2025-12-17 12:00:00;2;2831.25
02-2025-12-17 20:00:00;2025-12-17 20:00:00;2;3004.64
02-2025-12-18 01:00:00;2025-12-18 01:00:00;2;629.41
02-2025-12-18 07:00:00;2025-12-18 07:00:00;2;2888.25
02-2025-12-18 09:00:00;2025-12-18 09:00:00;2;3112.55
02-2025-12-18 14:00:00;2025-12-18 14:00:00;2;3249.11
02-2025-12-18 16:00:00;2025-12-18 16:00:00;2;3113.51
02-2025-12-18 17:00:00;2025-12-18 17:00:00;2;3180.68
02-2025-12-19 14:00:00;2025-12-19 14:00:00;2;3527.49
02-2025-12-19 16:00:00;2025-12-19 16:00:00;2;2965.32
02-2025-12-19 18:00:00;2025-12-19 18:00:00;2;3188.35
02-2025-12-19 20:00:00;2025-12-19 20:00:00;2;3111.26
02-2025-12-19 22:00:00;2025-12-19 22:00:00;2;1930.09
02-2025-12-20 00:00:00;2025-12-20 00:00:00;2;1509.09
02-2025-12-20 13:00:00;2025-12-20 13:00:00;2;3045.33
02-2025-12-20 14:00:00;2025-12-20 14:00:00;2;3102.45
02-2025-12-21 07:00:00;2025-12-21 07:00:00;2;738.52
02-2025-12-21 21:00:00;2025-12-21 21:00:00;2;2171.33
02-2025-12-22 20:00:00;2025-12-22 20:00:00;2;2686.36
02-2025-12-22 22:00:00;2025-12-22 22:00:00;2;1654.68
02-2025-12-23 11:00:00;2025-12-23 11:00:00;2;3025.95
02-2025-12-23 17:00:00;2025-12-23 17:00:00;2;3013.07
02-2025-12-24 00:00:00;2025-12-24 00:00:00;2;965.4
02-2025-12-24 12:00:00;2025-12-24 12:00:00;2;2646.3
02-2025-12-24 13:00:00;2025-12-24 13:00:00;2;2679.93
02-2025-12-24 17:00:00;2025-12-24 17:00:00;2;1905.86
02-2025-12-24 23:00:00;2025-12-24 23:00:00;2;937.86
02-2025-12-25 09:00:00;2025-12-25 09:00:00;2;522.31
02-2025-12-25 13:00:00;2025-12-25 13:00:00;2;2512.6
02-2025-12-25 20:00:00;2025-12-25 20:00:00;2;2356.94
02-2025-12-26 05:00:00;2025-12-26 05:00:00;2;367.52
02-2025-12-27 18:00:00;2025-12-27 18:00:00;2;2358.16
02-2025-12-29 06:00:00;2025-12-29 06:00:00;2;762.04
02-2025-12-29 12:00:00;2025-12-29 12:00:00;2;2856.09
02-2025-12-29 13:00:00;2025-12-29 13:00:00;2;2926.98
02-2025-12-29 14:00:00;2025-12-29 14:00:00;2;2964.83
02-2025-12-29 15:00:00;2025-12-29 15:00:00;2;2587.36
02-2025-12-29 17:00:00;2025-12-29 17:00:00;2;2640.59
02-2025-12-29 20:00:00;2025-12-29 20:00:00;2;2503.55
02-2025-12-31 10:00:00;2025-12-31 10:00:00;2;1872.46
02-2025-12-31 16:00:00;2025-12-31 16:00:00;2;1964.28
03-2023-01-02 12:00:00;2023-01-02 12:00:00;3;3060.19
03-2023-01-02 13:00:00;2023-01-02 13:00:00;3;3136.36
03-2023-01-02 14:00:00;2023-01-02 14:00:00;3;3176.34
03-2023-01-02 22:00:00;2023-01-02 22:00:00;3;1845.85
03-2023-01-03 12:00:00;2023-01-03 12:00:00;3;3292.36
03-2023-01-03 21:00:00;2023-01-03 21:00:00;3;2415.91
03-2023-01-04 11:00:00;2023-01-04 11:00:00;3;3148.57
03-2023-01-04 18:00:00;2023-01-04 18:00:00;3;3653.37
03-2023-01-05 04:00:00;2023-01-05 04:00:00;3;330.84
03-2023-01-05 11:00:00;2023-01-05 11:00:00;3;3376.51
03-2023-01-05 12:00:00;2023-01-05 12:00:00;3;3615.81
03-2023-01-05 17:00:00;2023-01-05 17:00:00;3;3474.14
03-2023-01-05 23:00:00;2023-01-05 23:00:00;3;1644.74
03-2023-01-06 07:00:00;2023-01-06 07:00:00;3;709.73
03-2023-01-06 13:00:00;2023-01-06 13:00:00;3;3048.41
03-2023-01-06 15:00:00;2023-01-06 15:00:00;3;2084.53
03-2023-01-07 13:00:00;2023-01-07 13:00:00;3;3058.44
03-2023-01-08 04:00:00;2023-01-08 04:00:00;3;733.14
03-2023-01-08 15:00:00;2023-01-08 15:00:00;3;2567.53
03-2023-01-08 20:00:00;2023-01-08 20:00:00;3;2616.41
03-2023-01-09 14:00:00;2023-01-09 14:00:00;3;3508.15
03-2023-01-09 15:00:00;2023-01-09 15:00:00;3;3405.37
03-2023-01-09 19:00:00;2023-01-09 19:00:00;3;3615.72
03-2023-01-09 23:00:00;2023-01-09 23:00:00;3;1353.59
03-2023-01-10 07:00:00;2023-01-10 07:00:00;3;2885.44
03-2023-01-10 09:00:00;2023-01-10 09:00:00;3;3865.5
03-2023-01-11 12:00:00;2023-01-11 12:00:00;3;3491.21
03-2023-01-11 20:00:00;2023-01-11 20:00:00;3;3581.21
03-2023-01-12 12:00:00;2023-01-12 12:00:00;3;3427.06
03-2023-01-12 19:00:00;2023-01-12 19:00:00;3;4162.14
03-2023-01-13 06:00:00;2023-01-13 06:00:00;3;1081.82
03-2023-01-13 10:00:00;2023-01-13 10:00:00;3;3256.25
03-2023-01-13 12:00:00;2023-01-13 12:00:00;3;3499.98
03-2023-01-13 14:00:00;2023-01-13 14:00:00;3;4076.28
03-2023-01-13 19:00:00;2023-01-13 19:00:00;3;3789.08
03-2023-01-14 19:00:00;2023-01-14 19:00:00;3;3185.46
03-2023-01-15 01:00:00;2023-01-15 01:00:00;3;1293.01
03-2023-01-15 11:00:00;2023-01-15 11:00:00;3;2282.57
03-2023-01-15 20:00:00;2023-01-15 20:00:00;3;2559.11
03-2023-01-15 21:00:00;2023-01-15 21:00:00;3;2054.89
03-2023-01-16 07:00:00;2023-01-16 07:00:00;3;2975.87
03-2023-01-16 09:00:00;2023-01-16 09:00:00;3;3950.04
03-2023-01-16 10:00:00;2023-01-16 10:00:00;3;3322.8
03-2023-01-17 09:00:00;2023-01-17 09:00:00;3;3733.85
03-2023-01-17 11:00:00;2023-01-17 11:00:00;3;3127.11
03-2023-01-17 14:00:00;2023-01-17 14:00:00;3;3720.76
03-2023-01-18 19:00:00;2023-01-18 19:00:00;3;4151.63
03-2023-01-19 09:00:00;2023-01-19 09:00:00;3;4106.11
03-2023-01-19 11:00:00;2023-01-19 11:00:00;3;3503.16
03-2023-01-19 17:00:00;2023-01-19 17:00:00;3;3761.67
03-2023-01-19 18:00:00;2023-01-19 18:00:00;3;3966.46
03-2023-01-19 19:00:00;2023-01-19 19:00:00;3;3999.78
03-2023-01-20 02:00:00;2023-01-20 02:00:00;3;479.27
03-2023-01-20 12:00:00;2023-01-20 12:00:00;3;3591.88
03-2023-01-20 23:00:00;2023-01-20 23:00:00;3;1834.71
03-2023-01-21 14:00:00;2023-01-21 14:00:00;3;3699.27
03-2023-01-21 16:00:00;2023-01-21 16:00:00;3;2287.56
03-2023-01-21 23:00:00;2023-01-21 23:00:00;3;1814.1
03-2023-01-22 14:00:00;2023-01-22 14:00:00;3;3241.72
03-2023-01-22 15:00:00;2023-01-22 15:00:00;3;2496.64
03-2023-01-22 19:00:00;2023-01-22 19:00:00;3;2861.6
03-2023-01-23 19:00:00;2023-01-23 19:00:00;3;3868.27
03-2023-01-24 09:00:00;2023-01-24 09:00:00;3;4105.85
03-2023-01-24 12:00:00;2023-01-24 12:00:00;3;3449.62
03-2023-01-25 08:00:00;2023-01-25 08:00:00;3;3985.45
03-2023-01-26 09:00:00;2023-01-26 09:00:00;3;3988.49
03-2023-01-26 14:00:00;2023-01-26 14:00:00;3;3863.43
03-2023-01-26 15:00:00;2023-01-26 15:00:00;3;3616.43
03-2023-01-26 18:00:00;2023-01-26 18:00:00;3;4111.15
03-2023-01-28 15:00:00;2023-01-28 15:00:00;3;2748.49
03-2023-01-29 05:00:00;2023-01-29 05:00:00;3;612.33
03-2023-01-29 14:00:00;2023-01-29 14:00:00;3;3284.44
03-2023-01-29 23:00:00;2023-01-29 23:00:00;3;1583.38
03-2023-01-30 00:00:00;2023-01-30 00:00:00;3;1007.54
03-2023-01-30 11:00:00;2023-01-30 11:00:00;3;3203.6
03-2023-01-31 09:00:00;2023-01-31 09:00:00;3;4146.48
03-2023-01-31 10:00:00;2023-01-31 10:00:00;3;3430.83
03-2023-02-01 15:00:00;2023-02-01 15:00:00;3;3658.17
03-2023-02-01 17:00:00;2023-02-01 17:00:00;3;3801.77
03-2023-02-01 20:00:00;2023-02-01 20:00:00;3;3711.63
03-2023-02-02 07:00:00;2023-02-02 07:00:00;3;3016.25
03-2023-02-02 09:00:00;2023-02-02 09:00:00;3;3966.89
03-2023-02-02 23:00:00;2023-02-02 23:00:00;3;1821.92
03-2023-02-03 07:00:00;2023-02-03 07:00:00;3;2808.02
03-2023-02-03 13:00:00;2023-02-03 13:00:00;3;3717.81
03-2023-02-03 14:00:00;2023-02-03 14:00:00;3;3981.54
03-2023-02-03 15:00:00;2023-02-03 15:00:00;3;4112.62
03-2023-02-03 17:00:00;2023-02-03 17:00:00;3;3963.71
03-2023-02-04 04:00:00;2023-02-04 04:00:00;3;600.58
03-2023-02-04 06:00:00;2023-02-04 06:00:00;3;797.04
03-2023-02-04 07:00:00;2023-02-04 07:00:00;3;1026.91
03-2023-02-04 14:00:00;2023-02-04 14:00:00;3;3435.8
03-2023-02-05 06:00:00;2023-02-05 06:00:00;3;774.84
03-2023-02-05 22:00:00;2023-02-05 22:00:00;3;1774.93
03-2023-02-06 12:00:00;2023-02-06 12:00:00;3;3322.48
03-2023-02-06 16:00:00;2023-02-06 16:00:00;3;3475.25
03-2023-02-06 17:00:00;2023-02-06 17:00:00;3;3632.64
03-2023-02-07 13:00:00;2023-02-07 13:00:00;3;3413.01
03-2023-02-07 15:00:00;2023-02-07 15:00:00;3;3448.43
03-2023-02-07 19:00:00;2023-02-07 19:00:00;3;3898.76
03-2023-02-08 02:00:00;2023-02-08 02:00:00;3;302.53
03-2023-02-08 10:00:00;2023-02-08 10:00:00;3;3501.87
03-2023-02-08 16:00:00;2023-02-08 16:00:00;3;3467.56
03-2023-02-09 14:00:00;2023-02-09 14:00:00;3;3778.6
03-2023-02-09 20:00:00;2023-02-09 20:00:00;3;3766.5
03-2023-02-09 21:00:00;2023-02-09 21:00:00;3;3041.77
03-2023-02-10 06:00:00;2023-02-10 06:00:00;3;1122.81
03-2023-02-10 18:00:00;2023-02-10 18:00:00;3;3682.06
03-2023-02-10 21:00:00;2023-02-10 21:00:00;3;3187.88
03-2023-02-11 13:00:00;2023-02-11 13:00:00;3;3400.39
03-2023-02-12 15:00:00;2023-02-12 15:00:00;3;2599.92
03-2023-02-13 18:00:00;2023-02-13 18:00:00;3;3796.23
03-2023-02-13 20:00:00;2023-02-13 20:00:00;3;3249.96
03-2023-02-13 21:00:00;2023-02-13 21:00:00;3;2032.47
03-2023-02-14 02:00:00;2023-02-14 02:00:00;3;231.62
03-2023-02-14 18:00:00;2023-02-14 18:00:00;3;3776.26
03-2023-02-14 19:00:00;2023-02-14 19:00:00;3;3886.35
03-2023-02-15 05:00:00;2023-02-15 05:00:00;3;383.47
03-2023-02-15 09:00:00;2023-02-15 09:00:00;3;4162.12
03-2023-02-15 15:00:00;2023-02-15 15:00:00;3;3536.42
03-2023-02-16 13:00:00;2023-02-16 13:00:00;3;3627.29
03-2023-02-16 14:00:00;2023-02-16 14:00:00;3;3859.72
03-2023-02-17 08:00:00;2023-02-17 08:00:00;3;3742.46
03-2023-02-17 09:00:00;2023-02-17 09:00:00;3;3735.21
03-2023-02-17 14:00:00;2023-02-17 14:00:00;3;4025.32
03-2023-02-17 17:00:00;2023-02-17 17:00:00;3;3860.88
03-2023-02-17 19:00:00;2023-02-17 19:00:00;3;3657.09
03-2023-02-17 22:00:00;2023-02-17 22:00:00;3;2373.78
03-2023-02-18 07:00:00;2023-02-18 07:00:00;3;766.39
03-2023-02-18 12:00:00;2023-02-18 12:00:00;3;2243.9
03-2023-02-18 16:00:00;2023-02-18 16:00:00;3;2145.55
03-2023-02-18 18:00:00;2023-02-18 18:00:00;3;2817.41
03-2023-02-19 13:00:00;2023-02-19 13:00:00;3;3142.37
03-2023-02-19 15:00:00;2023-02-19 15:00:00;3;2648.58
03-2023-02-19 22:00:00;2023-02-19 22:00:00;3;1849.94
03-2023-02-20 10:00:00;2023-02-20 10:00:00;3;3281.07
03-2023-02-20 15:00:00;2023-02-20 15:00:00;3;3510.0
03-2023-02-20 20:00:00;2023-02-20 20:00:00;3;3321.47
03-2023-02-21 08:00:00;2023-02-21 08:00:00;3;4058.17
03-2023-02-21 19:00:00;2023-02-21 19:00:00;3;3905.65
03-2023-02-23 14:00:00;2023-02-23 14:00:00;3;3832.21
03-2023-02-23 16:00:00;2023-02-23 16:00:00;3;3548.42
03-2023-02-23 17:00:00;2023-02-23 17:00:00;3;3828.78
03-2023-02-24 13:00:00;2023-02-24 13:00:00;3;3457.4
03-2023-02-24 20:00:00;2023-02-24 20:00:00;3;3602.04
03-2023-02-25 16:00:00;2023-02-25 16:00:00;3;2133.26
03-2023-02-26 09:00:00;2023-02-26 09:00:00;3;1206.35
03-2023-02-26 14:00:00;2023-02-26 14:00:00;3;3118.86
03-2023-02-26 16:00:00;2023-02-26 16:00:00;3;2173.01
03-2023-02-27 13:00:00;2023-02-27 13:00:00;3;3530.0
03-2023-02-27 20:00:00;2023-02-27 20:00:00;3;3349.69
03-2023-02-27 23:00:00;2023-02-27 23:00:00;3;1220.39
03-2023-02-28 07:00:00;2023-02-28 07:00:00;3;3012.66
03-2023-02-28 09:00:00;2023-02-28 09:00:00;3;4049.91
03-2023-02-28 10:00:00;2023-02-28 10:00:00;3;3534.04
03-2023-02-28 15:00:00;2023-02-28 15:00:00;3;3325.46
03-2023-02-28 19:00:00;2023-02-28 19:00:00;3;3662.51
03-2023-03-01 01:00:00;2023-03-01 01:00:00;3;470.91
03-2023-03-01 07:00:00;2023-03-01 07:00:00;3;3107.04
03-2023-03-01 17:00:00;2023-03-01 17:00:00;3;3736.65
03-2023-03-01 21:00:00;2023-03-01 21:00:00;3;2902.72
03-2023-03-02 07:00:00;2023-03-02 07:00:00;3;3049.86
03-2023-03-02 10:00:00;2023-03-02 10:00:00;3;3544.98
03-2023-03-02 15:00:00;2023-03-02 15:00:00;3;3809.41
03-2023-03-02 17:00:00;2023-03-02 17:00:00;3;3743.9
03-2023-03-02 19:00:00;2023-03-02 19:00:00;3;4112.26
03-2023-03-03 08:00:00;2023-03-03 08:00:00;3;3942.89
03-2023-03-03 16:00:00;2023-03-03 16:00:00;3;3843.69
03-2023-03-04 09:00:00;2023-03-04 09:00:00;3;1961.55
03-2023-03-04 13:00:00;2023-03-04 13:00:00;3;3522.25
03-2023-03-05 16:00:00;2023-03-05 16:00:00;3;2270.59
03-2023-03-05 17:00:00;2023-03-05 17:00:00;3;2632.89
03-2023-03-06 16:00:00;2023-03-06 16:00:00;3;3279.1
03-2023-03-06 17:00:00;2023-03-06 17:00:00;3;3487.96
03-2023-03-08 10:00:00;2023-03-08 10:00:00;3;3529.98
03-2023-03-08 21:00:00;2023-03-08 21:00:00;3;2929.38
03-2023-03-09 07:00:00;2023-03-09 07:00:00;3;2883.16
03-2023-03-09 08:00:00;2023-03-09 08:00:00;3;3923.87
03-2023-03-09 11:00:00;2023-03-09 11:00:00;3;3418.77
03-2023-03-09 23:00:00;2023-03-09 23:00:00;3;1746.22
03-2023-03-10 08:00:00;2023-03-10 08:00:00;3;4041.88
03-2023-03-10 13:00:00;2023-03-10 13:00:00;3;3631.9
03-2023-03-10 19:00:00;2023-03-10 19:00:00;3;3791.21
03-2023-03-10 23:00:00;2023-03-10 23:00:00;3;1876.44
03-2023-03-11 13:00:00;2023-03-11 13:00:00;3;3576.46
03-2023-03-11 17:00:00;2023-03-11 17:00:00;3;2963.66
03-2023-03-11 19:00:00;2023-03-11 19:00:00;3;3175.43
03-2023-03-12 15:00:00;2023-03-12 15:00:00;3;2674.02
03-2023-03-13 06:00:00;2023-03-13 06:00:00;3;1143.25
03-2023-03-13 18:00:00;2023-03-13 18:00:00;3;3822.22
03-2023-03-13 19:00:00;2023-03-13 19:00:00;3;3810.46
03-2023-03-13 20:00:00;2023-03-13 20:00:00;3;3516.93
03-2023-03-14 16:00:00;2023-03-14 16:00:00;3;3540.07
03-2023-03-14 17:00:00;2023-03-14 17:00:00;3;3629.72
03-2023-03-14 20:00:00;2023-03-14 20:00:00;3;3560.95
03-2023-03-14 21:00:00;2023-03-14 21:00:00;3;2854.79
03-2023-03-15 17:00:00;2023-03-15 17:00:00;3;3508.96
03-2023-03-16 10:00:00;2023-03-16 10:00:00;3;3574.57
03-2023-03-16 11:00:00;2023-03-16 11:00:00;3;3582.37
03-2023-03-16 16:00:00;2023-03-16 16:00:00;3;3603.55
03-2023-03-16 19:00:00;2023-03-16 19:00:00;3;4119.74
03-2023-03-17 00:00:00;2023-03-17 00:00:00;3;1282.22
03-2023-03-17 15:00:00;2023-03-17 15:00:00;3;4285.92
03-2023-03-20 09:00:00;2023-03-20 09:00:00;3;896.7
03-2023-03-20 21:00:00;2023-03-20 21:00:00;3;2198.17
03-2023-03-21 13:00:00;2023-03-21 13:00:00;3;3476.81
03-2023-03-21 23:00:00;2023-03-21 23:00:00;3;1703.5
03-2023-03-22 11:00:00;2023-03-22 11:00:00;3;3769.76
03-2023-03-22 13:00:00;2023-03-22 13:00:00;3;3910.45
03-2023-03-22 15:00:00;2023-03-22 15:00:00;3;3651.21
03-2023-03-22 18:00:00;2023-03-22 18:00:00;3;3837.96
03-2023-03-22 20:00:00;2023-03-22 20:00:00;3;3882.9
03-2023-03-23 10:00:00;2023-03-23 10:00:00;3;3757.96
03-2023-03-23 11:00:00;2023-03-23 11:00:00;3;3742.33
03-2023-03-23 19:00:00;2023-03-23 19:00:00;3;4244.65
03-2023-03-24 16:00:00;2023-03-24 16:00:00;3;3762.42
03-2023-03-24 17:00:00;2023-03-24 17:00:00;3;3744.93
03-2023-03-24 20:00:00;2023-03-24 20:00:00;3;3819.46
03-2023-03-24 22:00:00;2023-03-24 22:00:00;3;2467.5
03-2023-03-25 03:00:00;2023-03-25 03:00:00;3;719.45
03-2023-03-25 13:00:00;2023-03-25 13:00:00;3;3649.38
03-2023-03-25 15:00:00;2023-03-25 15:00:00;3;2760.6
03-2023-03-25 19:00:00;2023-03-25 19:00:00;3;3357.55
03-2023-03-25 23:00:00;2023-03-25 23:00:00;3;1992.71
03-2023-03-26 18:00:00;2023-03-26 18:00:00;3;3006.67
03-2023-03-28 00:00:00;2023-03-28 00:00:00;3;934.77
03-2023-03-28 11:00:00;2023-03-28 11:00:00;3;3428.81
03-2023-03-28 14:00:00;2023-03-28 14:00:00;3;3683.16
03-2023-03-29 09:00:00;2023-03-29 09:00:00;3;4253.88
03-2023-03-29 19:00:00;2023-03-29 19:00:00;3;4256.79
03-2023-03-30 00:00:00;2023-03-30 00:00:00;3;1186.84
03-2023-03-30 17:00:00;2023-03-30 17:00:00;3;3664.42
03-2023-03-30 20:00:00;2023-03-30 20:00:00;3;3622.49
03-2023-03-31 13:00:00;2023-03-31 13:00:00;3;3609.88
03-2023-03-31 15:00:00;2023-03-31 15:00:00;3;4125.96
03-2023-03-31 17:00:00;2023-03-31 17:00:00;3;3629.37
03-2023-04-01 07:00:00;2023-04-01 07:00:00;3;1239.62
03-2023-04-02 06:00:00;2023-04-02 06:00:00;3;873.15
03-2023-04-03 01:00:00;2023-04-03 01:00:00;3;611.37
03-2023-04-04 10:00:00;2023-04-04 10:00:00;3;2902.35
03-2023-04-04 13:00:00;2023-04-04 13:00:00;3;3284.68
03-2023-04-05 00:00:00;2023-04-05 00:00:00;3;942.01
03-2023-04-06 05:00:00;2023-04-06 05:00:00;3;392.85
03-2023-04-06 14:00:00;2023-04-06 14:00:00;3;2071.97
03-2023-04-06 19:00:00;2023-04-06 19:00:00;3;1972.19
03-2023-04-08 09:00:00;2023-04-08 09:00:00;3;1207.5
03-2023-04-08 17:00:00;2023-04-08 17:00:00;3;1900.42
03-2023-04-09 12:00:00;2023-04-09 12:00:00;3;2161.87
03-2023-04-09 20:00:00;2023-04-09 20:00:00;3;2383.96
03-2023-04-10 06:00:00;2023-04-10 06:00:00;3;1144.67
03-2023-04-11 21:00:00;2023-04-11 21:00:00;3;2842.65
03-2023-04-11 22:00:00;2023-04-11 22:00:00;3;2041.98
03-2023-04-12 10:00:00;2023-04-12 10:00:00;3;3527.29
03-2023-04-12 20:00:00;2023-04-12 20:00:00;3;3646.06
03-2023-04-13 08:00:00;2023-04-13 08:00:00;3;4081.23
03-2023-04-13 15:00:00;2023-04-13 15:00:00;3;3630.23
03-2023-04-13 17:00:00;2023-04-13 17:00:00;3;3798.58
03-2023-04-13 21:00:00;2023-04-13 21:00:00;3;3176.32
03-2023-04-14 16:00:00;2023-04-14 16:00:00;3;3894.98
03-2023-04-14 20:00:00;2023-04-14 20:00:00;3;3768.49
03-2023-04-14 23:00:00;2023-04-14 23:00:00;3;1902.06
03-2023-04-15 14:00:00;2023-04-15 14:00:00;3;3552.16
03-2023-04-15 19:00:00;2023-04-15 19:00:00;3;3377.16
03-2023-04-16 17:00:00;2023-04-16 17:00:00;3;2731.8
03-2023-04-16 19:00:00;2023-04-16 19:00:00;3;2877.01
03-2023-04-17 08:00:00;2023-04-17 08:00:00;3;4043.96
03-2023-04-17 09:00:00;2023-04-17 09:00:00;3;4102.01
03-2023-04-17 11:00:00;2023-04-17 11:00:00;3;3325.64
03-2023-04-18 08:00:00;2023-04-18 08:00:00;3;4153.86
03-2023-04-18 09:00:00;2023-04-18 09:00:00;3;4237.21
03-2023-04-18 18:00:00;2023-04-18 18:00:00;3;3975.62
03-2023-04-19 19:00:00;2023-04-19 19:00:00;3;4020.92
03-2023-04-20 22:00:00;2023-04-20 22:00:00;3;2293.8
03-2023-04-20 23:00:00;2023-04-20 23:00:00;3;1725.05
03-2023-04-21 09:00:00;2023-04-21 09:00:00;3;3981.19
03-2023-04-21 17:00:00;2023-04-21 17:00:00;3;3905.47
03-2023-04-21 19:00:00;2023-04-21 19:00:00;3;3856.98
03-2023-04-21 20:00:00;2023-04-21 20:00:00;3;3794.39
03-2023-04-22 02:00:00;2023-04-22 02:00:00;3;983.56
03-2023-04-22 06:00:00;2023-04-22 06:00:00;3;869.99
03-2023-04-22 12:00:00;2023-04-22 12:00:00;3;3237.64
03-2023-04-22 17:00:00;2023-04-22 17:00:00;3;2690.56
03-2023-04-23 12:00:00;2023-04-23 12:00:00;3;2791.04
03-2023-04-23 20:00:00;2023-04-23 20:00:00;3;2974.26
03-2023-04-24 12:00:00;2023-04-24 12:00:00;3;3253.01
03-2023-04-24 14:00:00;2023-04-24 14:00:00;3;3273.96
03-2023-04-25 07:00:00;2023-04-25 07:00:00;3;2935.83
03-2023-04-26 09:00:00;2023-04-26 09:00:00;3;3778.08
03-2023-04-26 12:00:00;2023-04-26 12:00:00;3;3330.71
03-2023-04-26 19:00:00;2023-04-26 19:00:00;3;4202.22
03-2023-04-26 22:00:00;2023-04-26 22:00:00;3;2386.73
03-2023-04-26 23:00:00;2023-04-26 23:00:00;3;1718.92
03-2023-04-27 16:00:00;2023-04-27 16:00:00;3;3269.46
03-2023-04-28 08:00:00;2023-04-28 08:00:00;3;3973.58
